a,word,level,word_translate
2445,harassment,A3,домогательство
2446,harbour,A1,гавань
2447,hard,A1,жесткий
2449,hardly,A2,едва ли
2450,hardware,A3,аппаратное обеспечение
2451,harm,A1,вред
2453,harmful,A1,вредный
2454,harmony,A3,гармония
2455,harsh,A3,жесткий
2456,harvest,A3,урожай
2458,hat,A1,шапка
2459,hate,A2,ненавидеть
2461,hatred,A3,ненависть
2462,haunt,A3,преследовать
2463,have,A1,иметь
2465,have to,A1,придется
2466,hazard,A3,опасность
2467,he,A1,он
2468,head,A1,голова
2470,headache,A1,головная боль
2471,headline,A2,заголовок
2472,headquarters,A1,главное управление
2473,heal,A1,лечить
2474,health,A1,здоровье
2475,healthcare,A1,здравоохранение
2476,healthy,A1,здоровый
2477,hear,A1,слышать
2478,hearing,A1,слушание
2479,heart,A1,сердце
2480,heat,A1,нагревать
2482,heating,A2,обогрев
2483,heaven,A1,небеса
2484,heavily,A2,тяжело
2485,heavy,A1,тяжелый
2486,heel,A1,каблук
2487,height,A1,высота
2488,heighten,A3,повысить
2489,helicopter,A2,вертолет
2490,hell,A1,ад
2491,hello,A1,привет
2493,helmet,A1,шлем
2494,help,A1,помощь
2496,helpful,A1,полезный
2497,hence,A1,следовательно
2498,her,A1,ее
2500,herb,A1,трава
2501,here,A1,здесь
2502,heritage,A3,наследство
2503,hero,A1,герой
2504,hers,A1,ее
2505,herself,A1,сама
2506,hesitate,A1,сомневаться
2507,hey,A1,привет
2508,hi,A1,привет
2509,hidden,A1,скрытый
2510,hide,A1,скрывать
2511,hierarchy,A3,иерархия
2512,high,A1,высокий
2515,high-profile,A3,высокий профиль
2516,highlight,A2,выделять
2518,highly,A2,высоко
2519,highway,A1,шоссе
2520,hilarious,A1,веселый
2521,hill,A1,холм
2522,him,A1,ему
2523,himself,A1,сам
2524,hint,A3,намекать
2526,hip,A1,бедро
2527,hire,A1,нанимать
2529,his,A1,его
2531,historian,A1,историк
2532,historic,A2,исторический
2533,historical,A2,исторический
2534,history,A1,история
2535,hit,A1,ударять
2537,hobby,A1,хобби
2538,hockey,A1,хоккей
2539,hold,A1,держать
2541,hole,A1,дыра
2542,holiday,A1,праздничный день
2543,hollow,A1,пустой
2544,holy,A1,святой
2545,home,A1,дом
2548,homeland,A3,родина
2549,homeless,A1,бездомный
2550,homework,A1,домашнее задание
2551,honest,A2,честный
2552,honesty,A1,честность
2553,honour,A1,честь
2555,hook,A1,крюк
2557,hope,A1,надеяться
2559,hopeful,A3,надежда
2560,hopefully,A1,с надеждой
2561,horizon,A3,горизонт
2562,horn,A3,рог
2563,horrible,A2,ужасный
2564,horror,A2,ужастик
2565,horse,A1,лошадь
2566,hospital,A1,больница
2567,host,A2,хозяин
2569,hostage,A3,заложник
2570,hostile,A3,враждебный
2571,hostility,A3,враждебность
2572,hot,A1,горячий
2573,hotel,A1,гостиница
2574,hour,A1,час
2575,house,A1,дом
2577,household,A1,семья
2578,housing,A1,корпус
2579,how,A1,как
2580,however,A1,однако
2581,huge,A1,огромный
2582,human,A1,человек
2584,humanitarian,A3,гуманитарный
2585,humanity,A3,человечество
2586,humble,A3,скромный
2587,humorous,A1,юмористический
2588,humour,A1,юмор
2589,hundred,A1,сто
2590,hunger,A1,голод
2591,hungry,A1,голодный
2592,hunt,A1,охотиться
2594,hunting,A1,охота
2595,hurricane,A2,ураган
2596,hurry,A2,торопиться
2598,hurt,A1,повредить
2601,husband,A1,муж
2602,hydrogen,A3,водород
2603,hypothesis,A1,гипотеза
2604,i,A1,я
2605,ice,A1,лед
2606,ice cream,A1,мороженое
2607,icon,A1,икона
2608,id,A1,идентификатор
2609,idea,A1,идея
2610,ideal,A1,идеал
2612,identical,A1,идентичный
2613,identification,A3,идентификация
2614,identify,A1,идентифицировать
2615,identity,A2,личность
2616,ideological,A3,идеологический
2617,ideology,A3,идеология
2618,idiot,A3,идиот
2619,if,A1,если
2620,ignorance,A3,невежество
2621,ignore,A2,игнорировать
2622,ill,A1,больной
2623,illegal,A2,незаконно
2624,illness,A1,болезнь
2625,illusion,A1,иллюзия
2626,illustrate,A1,иллюстрировать
2627,illustration,A1,иллюстрация
2628,image,A1,изображение
2629,imagery,A3,образы
2630,imaginary,A2,воображаемый
2631,imagination,A1,воображение
2632,imagine,A1,представлять себе
2633,immediate,A2,немедленный
2634,immediately,A1,немедленно
2635,immense,A3,огромный
2636,immigrant,A2,иммигрант
2637,immigration,A1,иммиграция
2638,imminent,A3,неизбежный
2639,immune,A1,иммун
2640,impact,A2,влияние
2642,impatient,A1,нетерпеливый
2643,implement,A1,осуществлять
2644,implementation,A3,выполнение
2645,implication,A1,импликация
2646,imply,A1,подразумевать
2647,import,A2,импортировать
2649,importance,A2,значение
2650,important,A1,важный
2651,impose,A1,навязывать
2652,impossible,A1,невозможный
2653,impress,A1,впечатление
2654,impressed,A1,впечатленный
2655,impression,A2,впечатление
2656,impressive,A2,впечатляющий
2657,imprison,A3,тюремное заключение
2658,imprisonment,A3,лишение свободы
2659,improve,A1,улучшать
2660,improvement,A2,улучшение
2661,in,A1,в
2663,inability,A3,неспособность
2664,inadequate,A3,неадекватный
2665,inappropriate,A3,неприличный
2666,incentive,A1,стимул
2667,inch,A1,дюйм
2668,incidence,A3,частота
2669,incident,A1,инцидент
2670,inclined,A3,наклонен
2671,include,A1,включать
2672,included,A1,включен
2673,including,A1,включая
2674,inclusion,A3,включение
2675,income,A1,доход
2676,incorporate,A1,включить
2677,incorrect,A1,неверный
2678,increase,A1,увеличивать
2680,increasingly,A1,все чаще
2681,incredible,A1,невероятный
2682,incredibly,A2,невероятно
2683,incur,A3,нести
2684,indeed,A2,действительно
2685,independence,A1,независимость
2686,independent,A1,независимый
2687,index,A1,индекс
2688,indicate,A2,указывать
2689,indication,A1,индикация
2690,indicator,A3,индикатор
2691,indictment,A3,обвинительный акт
2692,indigenous,A3,местный
2693,indirect,A2,косвенный
2694,individual,A1,индивидуальный
2696,indoor,A2,в помещении
2697,indoors,A2,в помещении
2698,induce,A3,придумать
2699,indulge,A3,предаваться
2700,industrial,A1,промышленное
2701,industry,A1,промышленность
2702,inequality,A3,неравенство
2703,inevitable,A1,неизбежный
2704,inevitably,A1,неизбежно
2705,infamous,A3,печально известный
2706,infant,A3,младенец
2707,infect,A3,инфекция
2708,infection,A1,инфекционное заболевание
2709,infer,A1,вывод
2710,inflation,A1,инфляция
2711,inflict,A3,наносить
2712,influence,A2,влияние
2714,influential,A3,влиятельный
2715,info,A1,информация
2716,inform,A1,поставить в известность
2717,informal,A1,неофициальный
2718,information,A1,информация
2719,infrastructure,A1,инфраструктура
2720,ingredient,A2,ингредиент
2721,inhabitant,A1,житель
2722,inherent,A3,присущий
2723,inherit,A1,наследовать
2724,inhibit,A3,препятствовать
2725,initial,A1,исходный
2726,initially,A1,изначально
2727,initiate,A3,инициировать
2728,initiative,A1,инициатива
2729,inject,A3,внедрять
2730,injection,A3,инъекция
2731,injure,A2,травмирование
2732,injured,A2,раненый
2733,injury,A1,рана
2734,injustice,A3,несправедливость
2735,ink,A1,чернила
2736,inmate,A3,заключенный
2737,inner,A1,внутренний
2738,innocent,A2,невиновный
2739,innovation,A1,инновации
2740,innovative,A1,инновационный
2741,input,A1,вход
2742,inquiry,A1,расследование
2743,insect,A1,насекомое
2744,insert,A1,вставлять
2745,insertion,A3,вставка
2746,inside,A1,внутри
2750,insider,A3,инсайдер
2751,insight,A1,понимание
2752,insist,A1,настаивать
2753,inspect,A3,осмотреть
2754,inspection,A3,осмотр
2755,inspector,A1,инспектор
2756,inspiration,A3,вдохновение
2757,inspire,A1,вдохновлять
2758,install,A1,установить
2759,installation,A1,монтаж
2760,instance,A1,пример
2761,instant,A1,мгновенный
2762,instantly,A1,немедленно
2763,instead,A1,вместо
2764,instinct,A3,инстинкт
2765,institute,A1,институт
2766,institution,A1,учреждение
2767,institutional,A3,институциональный
2768,instruct,A3,инструктировать
2769,instruction,A1,инструкция
2770,instructor,A1,инструктор
2771,instrument,A1,инструмент
2772,instrumental,A3,инструментальный
2773,insufficient,A3,недостаточный
2774,insult,A3,оскорблять
2776,insurance,A1,страхование
2777,intact,A3,нетронутый
2778,intake,A3,поглощение
2779,integral,A3,интеграл
2780,integrate,A1,интегрировать
2781,integrated,A3,интегрированный
2782,integration,A3,интеграция
2783,integrity,A3,честность
2784,intellectual,A1,интеллектуал
2786,intelligence,A2,интеллект
2787,intelligent,A1,разумный
2788,intend,A2,намереваться
2789,intended,A1,намеревался
2790,intense,A1,интенсивный
2791,intensify,A3,интенсивность
2792,intensity,A3,интенсивность
2793,intensive,A3,интенсивный
2794,intent,A3,намерение
2795,intention,A2,намерение
2796,interact,A1,взаимодействовать
2797,interaction,A1,взаимодействие
2798,interactive,A3,интерактивный
2799,interest,A1,интерес
2801,interested,A1,заинтересован
2802,interesting,A1,интересный
2803,interface,A3,интерфейс
2804,interfere,A3,вмешиваться
2805,interference,A3,вмешательство
2806,interim,A3,промежуточный
2807,interior,A3,интерьер
2809,intermediate,A3,средний
2810,internal,A1,внутренний
2811,international,A1,международный
2812,internet,A1,интернет
2813,interpret,A1,интерпретация
2814,interpretation,A1,интерпретация
2815,interrupt,A1,прерывать
2816,interval,A1,интервал
2817,intervene,A3,вмешиваться
2818,intervention,A3,вмешательство
2819,interview,A1,интервью
2821,intimate,A3,интимный
2822,into,A1,в
2823,intriguing,A3,интригующий
2824,introduce,A1,представлять
2825,introduction,A1,введение
2826,invade,A1,вторгаться
2827,invasion,A1,вторжение
2828,invent,A1,изобретать
2829,invention,A1,изобретение
2830,invest,A2,вкладывать деньги
2831,investigate,A2,расследовать
2832,investigation,A1,расследование
2833,investigator,A3,следователь
2834,investment,A1,инвестиции
2835,investor,A1,инвестор
2836,invisible,A3,невидимый
2837,invitation,A1,приглашение
2838,invite,A1,приглашать
2839,invoke,A3,вызовы
2840,involve,A1,вовлекать
2841,involved,A2,вовлеченный
2842,involvement,A3,участие
2843,iron,A2,железо
2845,ironic,A3,ирония
2846,ironically,A3,по иронии судьбы
2847,irony,A3,ирония
2848,irrelevant,A3,не имеющий отношения
2849,island,A1,остров
2850,isolate,A1,изолят
2851,isolated,A1,изолирован
2852,isolation,A3,изоляция
2853,issue,A2,проблема
2855,it,A2,это
2857,item,A1,элемент
2858,its,A1,его
2859,itself,A1,сам
2860,jacket,A1,куртка
2861,jail,A1,тюрьма
2863,jam,A1,варенье
2864,january,A1,январь
2865,jazz,A1,джаз
2866,jeans,A1,джинсы
2867,jet,A1,самолет
2868,jewellery,A1,ювелирные изделия
2869,job,A1,работа
2870,join,A1,присоединиться
2871,joint,A1,соединение
2873,joke,A1,шутить
2875,journal,A2,журнал
2876,journalism,A1,журналистика
2877,journalist,A1,журналист
2878,journey,A1,путешествие
2879,joy,A1,радость
2880,judge,A2,судить
2882,judgement,A1,суждение
2883,judicial,A3,судебный
2884,juice,A1,сок
2885,july,A1,июль
2886,jump,A1,прыгать
2888,junction,A3,перекресток
2889,june,A1,июнь
2890,junior,A1,младший
2891,jurisdiction,A3,юрисдикция
2892,jury,A1,жюри
2893,just,A3,только
2895,justice,A1,справедливость
2896,justification,A3,оправдание
2897,justify,A1,оправдывать
2898,keen,A2,увлеченный
2899,keep,A1,держать
2900,key,A1,ключ
2903,keyboard,A2,клавиатура
2904,kick,A2,пинать
2906,kid,A1,ребенок
2907,kidnap,A3,похищение
2908,kidney,A3,почка
2909,kill,A1,убийство
2910,killing,A2,убийство
2911,kilometre,A1,километр
2912,kind,A2,добрый
2914,king,A1,король
2915,kingdom,A3,королевство
2916,kiss,A2,целовать
2918,kit,A1,набор
2919,kitchen,A1,кухня
2920,knee,A1,колено
2921,knife,A1,нож
2922,knock,A2,поступить
2924,know,A1,знать
2925,knowledge,A1,знание
2926,lab,A1,лаборатория
2927,label,A2,этикетка
2929,laboratory,A2,лаборатория
2930,labour,A1,труд
2931,lack,A2,недостаток
2933,lad,A3,парня
2934,ladder,A1,лестница
2935,lady,A1,леди
2936,lake,A1,озеро
2937,lamp,A1,лампа
2938,land,A1,земля
2940,landing,A1,посадка
2941,landlord,A3,арендодатель
2942,landmark,A3,достопримечательность
2943,landscape,A1,пейзаж
2944,lane,A1,переулок
2945,language,A1,язык
2946,lap,A3,колени
2947,laptop,A1,ноутбук
2948,large,A1,большой
2949,large-scale,A3,крупномасштабный
2950,largely,A1,во многом
2951,laser,A3,лазер
2952,last,A1,последний
2956,late,A1,поздно
2958,lately,A1,недавно
2959,later,A1,позже
2961,latest,A2,последний
2963,latter,A3,последний
2965,laugh,A1,смех
2967,laughter,A1,смех
2968,launch,A1,запуск
2970,law,A1,закон
2971,lawn,A3,лужайка
2972,lawsuit,A3,иск
2973,lawyer,A1,адвокат
2974,lay,A2,класть
2975,layer,A2,слой
2976,layout,A3,макет
2977,lazy,A1,ленивый
2978,lead,A2,вести
2980,leader,A1,лидер
2981,leadership,A1,лидерство
2982,leading,A2,ведущий
2983,leaf,A2,лист
2984,leaflet,A1,листовка
2985,league,A1,лига
2986,leak,A3,утечка
2988,lean,A1,наклонять
2989,leap,A3,прыгнуть
2991,learn,A1,учиться
2992,learning,A1,обучение
2993,least,A1,наименее
2996,leather,A2,кожа
2997,leave,A1,оставлять
2999,lecture,A1,лекция
3001,left,A1,левый
3004,leg,A1,нога
3005,legacy,A3,наследие
3006,legal,A2,юридический
3007,legend,A1,легенда
3008,legendary,A3,легендарный
3009,legislation,A3,законодательство
3010,legislative,A3,законодательный
3011,legislature,A3,законодательный орган
3012,legitimate,A3,законно
3013,leisure,A2,досуг
3014,lemon,A1,лимон
3015,lend,A1,одалживать
3016,length,A2,длина
3017,lengthy,A3,длинный
3018,lens,A1,объектив
3019,lesbian,A3,лесбиянка
3020,less,A1,меньше
3023,lesser,A3,меньший
3024,lesson,A1,урок
3025,let,A1,позволять
3026,lethal,A3,смертоносный
3027,letter,A1,письмо
3028,level,A2,уровень
3031,liable,A3,ответственный
3032,liberal,A3,либеральный
3034,liberation,A3,освобождение
3035,liberty,A3,свобода
3036,library,A1,библиотека
3037,licence,A1,лицензия
3038,license,A3,лицензия
3039,lie,A2,ложь
3042,life,A1,жизнь
3043,lifelong,A3,на всю жизнь
3044,lifestyle,A1,стиль жизни
3045,lifetime,A1,продолжительность жизни
3046,lift,A1,поднимать
3048,light,A1,свет
3051,lighting,A1,осветительные приборы
3052,like,A2,нравиться
3055,likelihood,A3,вероятность
3056,likely,A1,вероятный
3057,likewise,A1,так же
3058,limb,A3,конечность
3059,limit,A2,предел
3061,limitation,A1,ограничение
3062,limited,A1,ограниченное
3063,line,A1,линия
3065,line-up,A3,расстановка
3066,linear,A3,линейный
3067,linger,A3,задерживаться
3068,link,A1,связь
3070,lion,A1,лев
3071,lip,A2,губа
3072,liquid,A2,жидкость
3074,list,A1,список
3076,listen,A1,слушать
3077,listener,A1,слушатель
3078,listing,A3,список
3079,literacy,A3,грамотность
3080,literally,A1,буквально
3081,literary,A1,литературный
3082,literature,A2,литература
3083,litre,A1,литр
3084,litter,A1,мусор
3085,little,A1,маленький
3089,live,A2,жить
3092,lively,A1,оживленный
3093,liver,A3,печень
3094,living,A2,жизнь
3096,load,A1,нагрузка
3098,loan,A1,заем
3099,lobby,A3,лобби
3101,local,A1,местный
3103,locate,A2,найти
3104,located,A2,располагается
3105,location,A2,расположение
3106,lock,A1,замок
3108,log,A3,бревно
3110,logic,A3,логика
3111,logical,A1,логичный
3112,logo,A1,логотип
3113,lonely,A2,одинокий
3114,long,A1,длинный
3116,long-standing,A3,давний
3117,long-term,A1,долгосрочный
3119,long-time,A3,много времени
3120,look,A1,смотреть
3122,loom,A3,ткацкий станок
3123,loop,A3,петля
3124,loose,A1,свободный
3125,lord,A1,господин
3126,lorry,A1,грузовик
3127,lose,A1,терять
3128,loss,A2,потеря
3129,lost,A1,потерянный
3130,lot,A1,много
3133,lottery,A1,лотерея
3134,loud,A1,громкий
3136,loudly,A1,громко
3137,love,A1,любовь
3139,lovely,A1,прекрасный
3140,low,A1,низкий
3143,lower,A1,ниже
3144,loyal,A1,лояльный
3145,loyalty,A3,верность
3146,luck,A1,удача
3147,lucky,A1,удачливый
3148,lunch,A1,обед
3149,lung,A1,легкое
3150,luxury,A2,роскошь
3152,lyric,A1,лирик
3153,machine,A1,машина
3154,machinery,A3,машины
3155,mad,A2,безумный
3156,magazine,A1,журнал
3157,magic,A2,магия
3159,magical,A3,магический
3160,magistrate,A3,магистрат
3161,magnetic,A3,магнитный
3162,magnificent,A1,великолепный
3163,magnitude,A3,величина
3164,mail,A1,почта
3166,main,A1,основной
3167,mainland,A3,материк
3168,mainly,A2,в основном
3169,mainstream,A3,основной поток
3171,maintain,A1,поддерживать
3172,maintenance,A3,обслуживание
3173,major,A1,главный
3175,majority,A1,большинство
3176,make,A1,делать
3178,make-up,A1,составить
3179,making,A1,изготовление
3180,male,A1,мужской
3182,mall,A2,торговый центр
3183,man,A1,мужчина
3184,manage,A1,управлять
3185,management,A2,управление
3186,manager,A1,менеджер
3187,mandate,A3,мандат
3188,mandatory,A3,обязательный
3189,manifest,A3,манифест
3190,manipulate,A3,манипулировать
3191,manipulation,A3,манипуляция
3192,manner,A1,манера
3193,manufacture,A1,производство
3194,manufacturing,A1,производство
3195,manuscript,A3,рукопись
3196,many,A1,много
3198,map,A1,карта
3200,marathon,A1,марафон
3201,march,A1,маршировать
3204,margin,A1,допуск
3205,marginal,A3,маргинальный
3206,marine,A3,морской
3207,mark,A1,отметка
3209,marker,A1,маркер
3210,market,A1,рынок
3212,marketing,A2,маркетинг
3213,marketplace,A3,рынок
3214,marriage,A2,свадьба
3215,married,A1,женатый
3216,marry,A1,выйти замуж
3217,martial,A1,боевой
3218,mask,A3,маска
3219,mass,A1,масса
3221,massacre,A3,резня
3222,massive,A1,массивный
3223,master,A1,владелец
3225,match,A1,соответствовать
3227,matching,A1,соответствующий
3228,mate,A1,приятель
3230,material,A1,материал
3232,mathematical,A3,математический
3233,mathematics,A1,математика
3234,maths,A1,математика
3235,matter,A1,иметь значение
3237,mature,A3,зрелый
3239,maximize,A3,максимизировать
3240,maximum,A1,максимум
3242,may,A1,может
3244,maybe,A1,может быть
3245,mayor,A1,мэр
3246,me,A1,мне
3247,meal,A1,еда
3248,mean,A1,иметь в виду
3249,meaning,A1,значение
3250,meaningful,A3,значимый
3251,means,A1,означает
3252,meantime,A3,тем временем
3253,meanwhile,A2,тем временем
3254,measure,A2,мера
3256,measurement,A1,измерение
3257,meat,A1,мясо
3258,mechanic,A1,механик
3259,mechanical,A1,механический
3260,mechanism,A1,механизм
3261,medal,A1,медаль
3262,media,A1,сми
3263,medical,A1,медицинский
3264,medication,A1,медикамент
3265,medicine,A1,лекарство
3266,medieval,A3,средневековый
3267,meditation,A3,медитация
3268,medium,A2,середина
3270,meet,A1,встретиться
3271,meeting,A1,встреча
3272,melody,A3,мелодия
3273,melt,A1,таять
3274,member,A1,член
3275,membership,A1,членство
3276,memo,A3,меморандум
3277,memoir,A3,мемуар
3278,memorable,A1,памятный
3279,memorial,A3,мемориал
3280,memory,A1,память
3281,mental,A2,психиатрический
3282,mention,A2,упомянуть
3284,mentor,A3,наставник
3285,menu,A1,меню
3286,merchant,A3,торговец
3287,mercy,A3,милосердие
3288,mere,A3,всего лишь
3289,merely,A3,просто
3290,merge,A3,слияние
3291,merger,A3,слияние
3292,merit,A3,заслуга
3293,mess,A2,беспорядок
3294,message,A1,сообщение
3295,metal,A1,металл
3296,metaphor,A1,метафора
3297,method,A1,метод
3298,methodology,A3,методология
3299,metre,A1,метр
3300,middle,A1,середина
3302,midnight,A1,полночь
3303,midst,A3,середина
3304,might,A1,мощь
3305,migration,A3,миграция
3306,mild,A2,мягкий
3307,mile,A1,миля
3308,militant,A3,боевик
3310,military,A1,военный
3312,militia,A3,милиция
3313,milk,A1,молоко
3314,mill,A3,мельница
3315,million,A1,миллион
3316,mind,A1,разум
3318,mine,A2,мой
3320,miner,A1,майнер
3321,mineral,A1,минеральная
3322,minimal,A3,минимальный
3323,minimize,A3,минимизировать
3324,minimum,A1,минимум
3326,mining,A3,добыча
3327,minister,A1,министр
3328,ministry,A3,министерство
3329,minor,A1,незначительный
3330,minority,A1,меньшинство
3331,minute,A3,минута
3333,miracle,A3,чудо
3334,mirror,A1,зеркало
3335,miserable,A1,убогий
3336,misery,A3,невзгоды
3337,misleading,A3,вводя в заблуждение
3338,miss,A1,скучать
3339,missile,A3,ракета
3340,missing,A1,отсутствующий
3341,mission,A1,миссия
3342,mistake,A1,ошибка
3344,mix,A2,смешивание
3346,mixed,A1,смешанный
3347,mixture,A2,смесь
3348,mob,A3,моб
3349,mobile,A1,мобильный
3351,mobility,A3,мобильность
3352,mobilize,A3,мобилизовать
3353,mode,A1,режим
3354,model,A1,модель
3356,moderate,A3,умеренный
3357,modern,A1,современный
3358,modest,A1,скромный
3359,modification,A3,модификация
3360,modify,A1,модифицировать
3361,moment,A1,мгновенный
3362,momentum,A3,импульс
3363,monday,A1,понедельник
3364,money,A1,деньги
3365,monitor,A1,монитор
3367,monk,A3,монах
3368,monkey,A1,обезьяна
3369,monopoly,A3,монополия
3370,monster,A1,монстр
3371,month,A1,месяц
3372,monthly,A1,ежемесячно
3373,monument,A1,памятник
3374,mood,A2,настроение
3375,moon,A1,луна
3376,moral,A1,моральный
3378,morality,A3,мораль
3379,more,A1,более
3382,moreover,A1,более того
3383,morning,A1,утро
3384,mortgage,A1,ипотека
3385,mosque,A1,мечеть
3386,most,A1,большинство
3389,mostly,A1,по большей части
3390,mother,A1,мать
3391,motion,A1,движение
3392,motivate,A1,мотивировать
3393,motivation,A1,мотивация
3394,motive,A3,мотив
3395,motor,A1,мотор
3397,motorcycle,A1,мотоцикл
3398,motorist,A3,автомобилист
3399,mount,A1,устанавливать
3400,mountain,A1,гора
3401,mouse,A1,мышь
3402,mouth,A1,рот
3403,move,A2,двигаться
3405,movement,A1,движение
3406,movie,A1,фильм
3407,moving,A1,движущийся
3408,much,A1,много
3411,mud,A2,грязь
3412,multiple,A1,несколько
3413,multiply,A1,умножить
3414,mum,A1,мама
3415,municipal,A3,муниципальный
3416,murder,A2,убийство
3418,muscle,A2,мышца
3419,museum,A1,музей
3420,music,A1,музыка
3421,musical,A1,мюзикл
3423,musician,A1,музыкант
3424,must,A1,должен
3425,mutual,A3,взаимный
3426,my,A1,мой
3427,myself,A1,сам
3428,mysterious,A1,загадочный
3429,mystery,A2,тайна
3430,myth,A1,миф
3431,nail,A2,ноготь
3432,naked,A1,голый
3433,name,A1,имя
3435,namely,A3,а именно
3436,narrative,A2,повествование
3438,narrow,A1,узкий
3440,nasty,A1,противный
3441,nation,A2,нация
3442,national,A1,национальный
3444,nationwide,A3,по всей стране
3445,native,A2,родной
3447,natural,A1,естественный
3448,naturally,A2,естественно
3449,nature,A1,природа
3450,naval,A3,военно -морской
3451,navigation,A1,навигация
3452,near,A1,около
3455,nearby,A1,рядом
3457,nearly,A1,около
3458,neat,A1,аккуратный
3459,necessarily,A2,обязательно
3460,necessary,A1,необходимый
3461,necessity,A1,необходимость
3462,neck,A1,шея
3463,need,A1,нуждаться
3466,needle,A2,иголка
3467,negative,A1,отрицательный
3469,neglect,A3,пренебрегать
3471,negotiate,A1,вести переговоры
3472,negotiation,A1,переговоры
3473,neighbour,A1,сосед
3474,neighbourhood,A2,район
3475,neighbouring,A3,соседний
3476,neither,A2,ни один
3479,nerve,A1,нерв
3480,nervous,A1,нервный
3481,nest,A3,гнездо
3482,net,A3,сеть
3484,network,A1,сеть
3485,neutral,A1,нейтральный
3486,never,A1,никогда
3487,nevertheless,A1,тем не менее
3488,new,A1,новый
3489,newly,A1,вновь
3490,news,A1,новости
3491,newsletter,A3,новостная рассылка
3492,newspaper,A1,газета
3493,next,A1,следующий
3496,next to,A1,рядом с
3497,nice,A1,хороший
3498,niche,A3,ниша
3499,night,A1,ночь
3500,nightmare,A1,кошмар
3501,nine,A1,девять
3502,nineteen,A1,девятнадцать
3503,ninety,A1,девяносто
3504,no,A1,нет
3506,no one,A1,никто
3507,noble,A3,благородный
3508,nobody,A1,никто
3509,nod,A3,кивок
3510,noise,A1,шум
3511,noisy,A1,шумный
3512,nominate,A3,выдвигать
3513,nomination,A3,номинация
3514,nominee,A3,кандидат
3515,non-profit,A3,некоммерческий
3516,none,A1,никто
3517,nonetheless,A3,тем не менее
3518,nonsense,A3,ерунда
3519,noon,A3,полдень
3520,nor,A2,ни
3522,norm,A1,норма
3523,normal,A1,нормальный
3525,normally,A1,обычно
3526,north,A1,север
3529,northern,A2,северный
3530,nose,A1,нос
3531,not,A1,нет
3532,notable,A3,примечательный
3533,notably,A3,примечательно
3534,note,A1,примечание
3536,notebook,A1,блокнот
3537,nothing,A1,ничего
3538,notice,A1,уведомление
3540,notify,A3,поставить в известность
3541,notion,A1,понятие
3542,notorious,A3,печально известный
3543,novel,A3,роман
3545,novelist,A1,романист
3546,november,A1,ноябрь
3547,now,A1,сейчас
3549,nowadays,A1,настоящее время
3550,nowhere,A1,нигде
3551,nuclear,A2,ядерный
3552,number,A1,число
3554,numerous,A1,многочисленные
3555,nurse,A1,медсестра
3556,nursery,A3,питомник
3557,nursing,A1,уход
3558,nut,A1,орех
3559,nutrition,A1,питание
3561,obesity,A1,ожирение
3562,obey,A1,подчиняться
3563,object,A1,объект
3565,objection,A3,возражение
3566,objective,A1,цель
3568,obligation,A1,обязательство
3569,oblige,A3,обязательно
3570,observation,A1,наблюдение
3571,observe,A1,наблюдать
3572,observer,A1,наблюдатель
3573,obsess,A3,одержим
3574,obsession,A3,одержимость
3575,obstacle,A1,препятствие
3576,obtain,A1,получать
3577,obvious,A2,очевидный
3578,obviously,A2,очевидно
3579,occasion,A2,повод
3580,occasional,A3,случайный
3581,occasionally,A1,изредка
3582,occupation,A1,занятие
3583,occupy,A1,занимать
3584,occur,A2,происходить
3585,occurrence,A3,вхождение
3586,ocean,A1,океан
3587,october,A1,октябрь
3588,odd,A2,странный
3589,odds,A3,шансы
3590,of,A1,из
3591,off,A1,выключенный
3593,offence,A1,оскорбление
3594,offend,A1,обидеть
3595,offender,A1,правонарушитель
3596,offensive,A1,оскорбительный
3597,offer,A1,предложение
3599,offering,A3,предложение
3600,office,A1,офис
3601,officer,A1,офицер
3602,official,A2,официальный
3604,offspring,A3,потомство
3605,often,A1,часто
3606,oh,A1,ой
3607,oil,A1,масло
3608,ok,A1,хорошо
3611,old,A1,старый
3612,old-fashioned,A2,старомодный
3613,on,A1,на
3615,once,A1,один раз
3617,one,A1,один
3620,ongoing,A1,непрерывный
3621,onion,A1,лук
3622,online,A1,в сети
3624,only,A1,только
3626,onto,A1,на
3627,open,A1,открыть
3629,opening,A1,открытие
3630,openly,A1,открыто
3631,opera,A1,опера
3632,operate,A1,работать
3633,operation,A2,операция
3634,operational,A3,оперативно
3635,operator,A1,оператор
3636,opinion,A1,мнение
3637,opponent,A1,противник
3638,opportunity,A1,возможность
3639,oppose,A1,противостоять
3640,opposed,A1,против
3641,opposite,A1,противоположный
3645,opposition,A1,оппозиция
3646,opt,A3,опт
3647,optical,A3,оптический
3648,optimism,A3,оптимизм
3649,optimistic,A1,оптимистичный
3650,option,A1,вариант
3651,or,A1,или
3653,orange,A1,апельсин
3655,orchestra,A1,оркестр
3656,order,A1,заказ
3658,ordinary,A1,обычный
3659,organ,A1,орган
3660,organic,A1,органический
3661,organization,A1,организация
3662,organizational,A3,организационный
3663,organize,A1,организовать
3664,organized,A2,организованный
3665,organizer,A2,организатор
3666,orientation,A3,ориентация
3667,origin,A1,источник
3668,original,A1,оригинал
3670,originally,A2,первоначально
3671,originate,A3,изовать
3672,other,A1,другой
3674,otherwise,A1,в противном случае
3675,ought,A2,должен
3676,our,A1,наш
